"","life_expectancy","radio_television_per_cap","log_population","civil_war","year","country_name","international_war","urban_population_pct","oil_production_per_cap","inequality_gini","gdp_per_cap","inflation","region_name","education15","government_effectiveness","political_stability","polity","healthcare","womens_civ_lib","media_censorship","internet_access"
"7666",77.8,-1.54317127477163,15.8639218910887,-2,1999,NA,-2,77.7340904820596,10.118186,27,19060.439453125,0.32299995422363,NA,7.44099998474121,-1.26619909687038,-1.58521072873777,8,0.0900064814136199,-1.05416839235334,0.0617733114374199,-1
"7671",79.2,-1.5349548684323,15.8927413785947,-2,2004,NA,-2,80.9927600650781,38.054349,31.1800003051758,19627.609375,0.21700000762939,NA,7.79599952697754,-1.61238071322441,-1.49751257896423,8,0.0900064814136199,-1.05416839235334,-0.24542912727657,-1
"7758",70.58,-1.91563314103507,12.5223244225013,-2,1974,NA,-2,28.5999999999999,-2,47.6600006103508,3561.81005859375,7.79365348815918,NA,4.49200010299683,-2.45986366112363,-1.48254479078112,8,-0.84519583071847,-1.2003207825644,-1.53576837124343,-2
"7763",72.1,-1.73309227469988,12.5838940524323,-2,1979,NA,-2,32.7,-2,62.5875000953674,3160.4599609375,10.7397184371948,NA,5.10099983215332,-2.48117057325601,-2.10546769480758,8,-1.06747836378433,-1.17000118661642,-0.82901623687576,-2
"7768",72.84,-1.71027336014761,12.6360265941633,-2,1984,NA,-2,37.2,-2,58.0250005722046,3062.330078125,13.105375289917,NA,5.50600004196167,-2.78251581236403,-2.68823456060519,8,-1.06747836378433,-1.17000118661642,-0.60382898247697,-2
"7773",72.9,-1.75096919728295,12.6844354308646,-2,1989,NA,-2,42.3000000000002,-2,38.4000015258789,3798.64990234375,49.0710983276367,NA,5.88399982452393,-2.41012738300167,-2.0081319901779,8,-1.06747836378433,-1.16456278732703,-0.70128152856957,-2
"7778",72.5,-1.8951343550668,12.7262422670631,-2,1994,NA,-2,47.8000000000002,-2,64.3000030517578,3843.80004882812,24.4066562652588,NA,6.1540002822876,-1.83765654265881,-1.98545684386045,7,-1.06747836378433,-1.16456278732703,-0.70128152856957,-2
"7783",72.2,-1.73356176954759,12.766647062264,-2,1999,NA,-2,71.2709996847477,-2,59.5,3669.7099609375,4.99062347412109,NA,6.40900039672852,-2.09579746318499,-2.19907532036583,7,-1.06747836378433,-1.16456278732703,-0.14211391166834,-1
"7788",73.5,-1.75655098109015,12.8023876111097,-2,2004,NA,-2,51.9618807557322,-2,43.5,3860.9599609375,6.59197616577148,NA,6.60400009155273,-1.72911497950554,-2.29153397679329,7,-1.06747836378433,-1.16456278732703,0.19195841743123,-1
"7853",63.28,-1.93421702480392,12.5007602351781,-2,1974,NA,-2,35.8000000000002,-2,37.8142852783203,3094.419921875,9.5,NA,2.6891074180603,-2.84278792400227,-2.08745941573858,-12,-1.05925509122632,-1.55585660927388,-2.95513690466681,-2
"7858",66,-1.92009021507175,12.6605739523621,-2,1979,NA,-2,42.8000000000002,-2,30.2999992370605,4500.43017578125,5.69999980926514,NA,3.19363403320312,-1.86343865850718,-1.87327357828572,-12,-1.05925509122632,-1.42355516816229,-3.13503142695379,-2
"7863",68.15,-1.91527465376986,12.8601953489336,-2,1984,NA,-2,50.8000000000002,12.198357,34.0999984741211,4999.97998046875,-0.60746274143457,NA,3.68303108215332,-2.19148239880313,-1.43068363898728,-11,-1.05925509122632,-1.42355516816229,-3.13503142695379,-2
"7868",69.9,-1.9015588910829,13.043377490323,-2,1989,NA,-2,57.5999999999999,-1.67601481,40.78333346049,3460.98999023438,6.15549564361572,NA,4.40304470062256,-2.11209279745168,-2.17576148556763,-6,-1.05925509122632,-1.38326445937001,-2.4411835768616,-2
"7873",70.6,-1.88570391390049,13.2538321240934,-2,1994,NA,-2,63.5999999999999,-2,35.820001220703,3995.6298828125,4.50121784210205,NA,4.83406066894531,-1.87835013866425,-2.15248592197895,-4,-1.05925509122632,-1.38326445937001,-2.4411835768616,-2
"7878",71.6,-1.78905409394851,13.4194686837546,-2,1999,NA,-2,66.7960871526294,-2,36,4309.669921875,-0.22779560089111,NA,6.2058048248291,-1.98766413952871,-2.46667846812354,-4,-1.05925509122632,-1.38973564249708,-2.67227170174586,-1
"7883",73.5,-1.755029874912,13.5641600004549,-2,2004,NA,-2,67.4917408846603,-2,35.7000007629395,5143.4501953125,4.25172472000122,NA,6.11108493804932,-1.81590296328068,-2.76933896541596,-4,-1.05031894893366,-1.38973564249708,-2.67227170174586,-1
"7970",72.78,-1.60610264671085,16.5327198838673,-2,1974,NA,-2,68.2,-0.1812128,31.9000015258789,11666.9697265625,7.37373638153076,NA,8.3759994506836,-1.02426440007583,-1.87870625459662,8,1.61635339803455,-1.0261985115061,0.21581115255805,-2
"7975",74.57,-1.4543133437331,16.581385989319,-2,1979,NA,-2,71.8,-0.0428322999999999,29.0499992370605,13752.4501953125,2.90000009536743,NA,8.7290000915527,-1.36747354084874,-2.00529497911097,8,1.61635339803455,-1.0261985115061,0.21581115255805,-2
"7980",76.22,-1.40979325856473,16.6082576803491,-2,1984,NA,-2,74.8,-0.9642211,27.5499992370605,15677.3798828125,-1.39999997615814,NA,9.0740003585815,-0.861909749774612,-1.65142982460362,8,1.61635339803455,-1.0261985115061,0.21581115255805,-2
"7985",77.1,-1.37259091446352,16.6320959527511,-2,1989,NA,-2,75.7,-0.6566512,31.0500001907349,19345.099609375,1.29999995231628,NA,9.4250001907349,-0.667213720983428,-1.82467614997461,8,1.61635339803455,-1.0261985115061,0.24205922575873,-2
"7990",78.2,-1.31348699851319,16.6462205004724,-2,1994,NA,-2,75.2,-0.8502145,28.9499998092651,20341.359375,-1.89999999850988,NA,9.8000001907349,-1.04338586330414,-0.88830387592316,8,1.61635339803455,-1.0261985115061,0.24205922575873,-1
"7995",79.3,-1.39841643015751,16.6589674881599,-2,1999,NA,-2,67.0004112414844,-0.9066969,29.8999996185303,20497.91015625,-2.80000001192093,NA,10.1480007171631,-0.722979566454852,-0.836902799921752,8,1.61635339803455,-1.0261985115061,0.24205922575873,-1
"8000",80.2,-1.42947984685902,16.6632417817389,-2,2004,NA,-2,94.0730479463285,0.6353433,37.5499992370605,21936.169921875,-1.69999998807907,NA,10.3880004882812,-0.4428106546402,-0.9142119884491,8,1.61635339803455,-1.0261985115061,0.24205922575873,-1
"8017",61.5,-1.76043443616178,14.5618868798836,-2,1994,NA,-2,45.3215087397009,292.73154,43.9000015258789,4752.77001953125,37.1825408935547,NA,6.39662647247314,-3.0662579536438,-2.51620811223984,-6,-0.61683807893643,-1.20692511182735,-2.84106145839757,-2
"8022",63.1,-1.6433831760713,14.5174548894596,-2,1999,NA,-2,22.0675099569422,579.10201,33.3899993896484,6262.14990234375,6.3541374206543,NA,7.08817577362061,-2.60658992945773,-2.15337667716937,-6,-0.61683807893643,-1.22116085118721,-2.68778181308722,-1
"8027",63.3,-1.68467243799308,14.5432423986518,-2,2004,NA,-2,51.9385936102835,2097.0129,33.689998626709,9667.759765625,6.59081649780273,NA,7.11041641235352,-2.45724627375603,-1.80034302175045,-8,-0.61683807893643,-1.20659719281004,-2.72005727415113,-1
"8114",55.49,-1.99646184379709,14.4727091495779,-2,1974,NA,-2,5.60000000000002,-2,58,941.409973144531,9.4879684448242,NA,1.40199995040894,-3.53275067455213,-3.13959221102754,-9,-2.45279511506522,-1.60671294922143,-3.14349383823631,-2
"8119",58.52,-1.99603750005161,14.647468720492,-2,1979,NA,-2,7.79999999999995,-2,55.2999992370605,1031.40002441406,5.89499998092651,NA,1.98099994659424,-2.369924279443,-2.4454820913932,-8,-2.45279511506522,-1.60567950399794,-3.68690288277824,-2
"8124",60.09,-1.99418063554678,14.8390825258723,-2,1984,NA,-2,10.8,-2,56.4818184592507,1038.2900390625,8.2840003967285,NA,2.53599977493286,-2.24216550548724,-2.43680685501513,-9,-2.18473004650317,-1.60567950399794,-3.71214751458985,-2
"8129",59.1,-1.9890192729528,15.0032711499008,-2,1989,NA,-2,15,-2,57.6636376814408,1094.01000976562,17.1040000915527,NA,3.06799983978271,-1.84512742117903,-1.20641426424866,-7,-2.18473004650317,-1.5303301982653,-2.63161577154733,-2
"8134",55.4,-1.9751042307594,15.1561695707568,-2,1994,NA,-2,20,-2,40.7000007629395,1042.33996582031,6.86200046539307,NA,3.50799989700317,-2.3362900018692,-2.73476606607437,-7,-2.18473004650317,-1.54854364259969,-1.70614145038572,-2
"8139",53.6,-1.87205372059606,15.2896299087565,-2,1999,NA,-2,39.0179238844046,-2,60.5,1031.65002441406,3.75699996948242,NA,3.90700006484985,-2.62893294287555,-3.22646462203119,-4,-2.00682520658289,-1.54854364259969,-1.56009760161202,-1
"8144",56.4,-1.90201380947991,15.4202366924035,-2,2004,NA,-2,44.7732724212207,-2,42.7000007629395,1084.9599609375,4.03599977493286,NA,4.14200019836426,-2.58386123180389,-3.12081515789032,6,-1.92657733100047,-1.54050557729079,-1.32549263459256,-1
"8161",63.2,-1.95686496761824,13.3695876728189,-2,1994,NA,-2,37.8636402995418,2.0579661,46.5,1869.42004394531,29.947338104248,NA,6.26452827453613,-2.4083731174469,-2.32204410433769,-5,-0.63851907603003,-1.31431448808235,-2.03053131131807,-2
"8166",64,-1.92904149515363,13.4279603301917,-2,1999,NA,-2,28.4416150491035,2.2770445,35.7000007629395,2274.18994140625,4.91968011856079,NA,6.11757755279541,-2.55068788673942,-2.43617149264587,-5,-1.25485507788314,-1.31343698921116,-3.23044859457259,-2
"8171",64.7,-1.84154743114065,13.4797379360505,-2,2004,NA,-2,51.5846795901031,7.4242985,37.7000007629395,2559.67993164062,3.56120204925537,NA,6.78381156921387,-2.77730983495712,-3.37586748600006,2,-1.25485507788314,-1.31343698921116,-2.41233121950555,-1
"8258",17.04,-1.99544336655931,13.7359413621794,-2,1974,NA,-2,16,-2,43.2508266086782,641.409973144531,1277.72973145697,NA,2.90966987609863,-4.44108937284562,-3.97662887246768,-9,-4.76923030342153,-1.99911161110702,-4.66814181084131,-2
"8263",36,-1.99453057731194,13.7674112279656,-1,1979,NA,-2,16.8,-2,34.3177215114532,813.52001953125,546.131853599543,NA,3.02434110641479,-5.07905336781157,-4.30482754529527,-12,-4.41363895724976,-1.81925563832031,-4.13494060709196,-2
"8268",54.49,-1.99344229905639,13.9571281056768,-1,1984,NA,-2,14.8,-2,57.0951942897638,987.960021972656,84.8131315470943,NA,3.2819390296936,-3.62028606813871,-3.92927549281695,-5,-4.16405636685224,-1.81925563832031,-4.13494060709196,-2
"8273",55.9,-1.99280039584369,14.1178033482421,-1,1989,NA,-2,12.8,-2,56.7254926195152,912.97998046875,284.735736027824,NA,3.38177251815796,-2.86269805512129,-3.86109859750203,-7,-3.44047091833594,-1.72709042440319,-4.13494060709196,-2
"8278",56.3,-1.99208285128766,14.2606302156267,-1,1994,NA,-2,10.8,-2,45.533332824707,1053.81005859375,8.0664768218994,NA,-0.5122492313385,-2.87722390890122,-3.14739465713501,-1,-2.70990441116693,-1.34770407115357,-2.06493937192893,-1
"8283",58.8,-1.84168321852073,14.3800312851154,-2,1999,NA,-2,58.9415821871444,-2,41.3800003051758,1406.88000488281,-2.60064828395844,NA,1.85345125198364,-2.81513250328723,-2.77772662984721,0,-2.51634566262771,-1.29704064192316,-2.06493937192893,-1
"8288",62.8,-1.91155920484831,14.4611051870833,-2,2004,NA,-2,34.1899303535479,-2,39.7000007629395,2101.48999023438,4.14325571060181,NA,2.89002513885498,-2.95982015132904,-2.38078007102013,0,-2.51634566262771,-1.33581093423946,-2.06493937192893,-1
"8375",62.62,-1.9283626585208,15.3723304500651,-2,1974,NA,-2,30.8,-2,37.0999984741211,3474.40991210938,13.2790231704712,NA,4.98510026931763,-1.9318813656389,-1.80565471189824,-10,-1.88400628301682,-1.25794829847142,-3.39230436167691,-2
"8380",64.66,-1.82702696718771,15.4534047123607,-2,1979,NA,-2,38.3000000000002,-2,34.2000007629395,4299.85986328125,19.3530006408691,NA,6.68796443939209,-1.61811499223898,-2.05364388457603,-7,-0.9231325090469,-1.26307946646985,-3.0474422837411,-2
"8385",67.58,-1.80377428710135,15.5235417805529,-2,1984,NA,-2,48.8000000000002,-2,33.8000005086265,6260.97021484375,0.75,NA,7.77289295196533,-1.68598194211668,-1.99889762354199,-7,-0.9231325090469,-1.14357286087573,-2.28235357609134,-2
"8390",70.2,-1.76887888114141,15.5842980676096,-2,1989,NA,-2,58.0999999999999,-2,32.5750007629395,9444.1103515625,7.33399963378906,NA,8.4813566207886,-1.19046551529172,-1.90499225589177,4,0.52354943949164,-1.06103914097012,-0.32294357877508,-2
"8395",72.5,-1.65933961456005,15.623299808257,-2,1994,NA,-2,66.5999999999999,-2,30.7999992370605,12857.849609375,2.92500019073486,NA,9.2289505004883,-1.36567199230194,-1.48185062408447,4,0.52354943949164,-1.06103914097012,-0.0110429756331201,-1
"8400",74.7,-1.52342366795467,15.6593954407893,-2,1999,NA,-2,81.154896517334,-2,32.4000005722046,15479.419921875,2.06699991226196,NA,9.3528461456299,-1.37224192097887,-1.83485242105305,6,1.01848569306702,-1.06103914097012,0.39680524053776,-1
"8405",77.1,-1.40242605865281,15.681826154646,-2,2004,NA,-2,70.1676576446403,-2,29.2000007629395,19122.080078125,0.24200010299683,NA,9.5972547531128,-0.94662153720856,-1.62386614084244,6,1.01848569306702,-1.06103914097012,0.39680524053776,-1
"8492",69.85,-1.79751721449731,11.9312100022287,-2,1974,NA,-2,56.8,34230.997,72.4256811719137,18164.060546875,3.23504257202148,NA,3.30895328521729,-2.47209526340125,-0.954289758081084,-12,-0.0115556334392899,-1.48264014435501,-1.12345719167217,-2
"8497",72,-1.72553475947801,12.1882679532117,-2,1979,NA,-2,66.3999999999996,23426.746,52.2218624042087,10288.080078125,5.37478160858154,NA,4.22479963302612,-0.589331112230878,-0.678748690075304,-10,-0.0115556334392899,-1.45712001462866,-1.78379033675324,-2
"8502",73.95,-1.63293220521976,12.4229759862826,-2,1984,NA,-2,80.3999999999996,7698.3571,38.6473691561236,8472.75,-1.04639327526092,NA,4.25001859664917,-2.21888102326864,-1.4378606549695,-12,-0.0115556334392899,-1.45712001462866,-2.31473674636031,-2
"8507",62.4,-1.61719993331291,12.5816948410731,-2,1989,NA,-1,88.4000000000001,721.79901,36.7025358553974,8177.06005859375,7.05818843841553,NA,4.19586706161499,-0.798090385729014,-1.80947350981718,-11,0.14593786746221,-1.54190368184924,-2.41561711659794,-2
"8512",74,-1.60753258879555,12.6013373705605,-2,1994,NA,-2,92.4000000000001,11815.286,37.2543701415595,9870.01953125,1.55398559570312,NA,6.28098106384277,-1.86713743209839,-1.86937609314918,-9,0.14593786746221,-1.423672481541,-1.77988944917,-2
"8517",75.6,-1.77656429995393,12.6651023566905,-2,1999,NA,-2,50.7339479189258,9246.9944,52.5961742846943,9274.400390625,-0.70000004768372,NA,6.65145874023438,-1.70681499789318,-1.94252934007141,-9,0.14593786746221,-1.423672481541,-1.77988944917,-1
"8522",75.7,-1.58404591129768,12.8374671188834,-2,2004,NA,-2,84.1012879217392,18112.418,41.0445444441113,12929.8095703125,1.05701327323914,NA,6.21736621856689,-1.75929394364357,-1.63608855009079,-9,0.14593786746221,-1.423672481541,-1.82449958114979,-1
"8609",44.05,-1.88163854030419,12.9205989645724,-2,1974,NA,-2,7.13709074605782,-2,50.0187453665058,802.280029296875,159.478946228269,NA,0.55530166625977,-3.7295086480395,-3.74794071916573,-9,-2.88338691738677,-1.85207333933897,-4.3173842921885,-2
"8614",45.17,-1.93565819019285,13.0198122482013,-2,1979,NA,-2,36.703155004282,-2,48.58201193502,889.22998046875,-19.8957364094063,NA,0.98815608024597,-3.77437679387619,-4.73460093906745,-9,-2.88338691738677,-1.85207333933897,-4.3173842921885,-2
"8619",47.02,-1.99309315265046,13.1554896872415,-2,1984,NA,-2,13.3640154068147,-2,28.1609099379095,918.580017089844,856.505785104856,NA,1.41804575920105,-4.01981862197208,-3.81200012145616,-9,-2.88338691738677,-1.82068970566543,-4.3173842921885,-2
"8624",50,-1.99235598079551,13.2802135462212,-2,1989,NA,-2,13.5,-2,29.2538496372889,928.809997558594,11.4415588378906,NA,0.75313711166382,-3.58556805753177,-3.03841703053987,-9,-2.46336055197653,-1.80060213260048,-4.3173842921885,-2
"8629",52,-1.98970473421401,13.4097523114171,-2,1994,NA,-2,16,-2,33.179999923706,1075.23999023438,11.0231885910034,NA,1.61754488945007,-2.67206990718842,-1.77095390856266,-9,-2.46336055197653,-1.79952513670094,-4.3173842921885,-2
"8634",54.6,-2,13.5211044742109,-2,1999,NA,-2,18.1439479282866,-2,32.9799987792968,1238.5400390625,5.81180810928345,NA,2.45236110687256,-2.83811337385865,-2.47449246622127,-9,-2.46336055197653,-1.7958966845463,-4.3173842921885,-2
"8639",58.8,-1.84237783862148,13.6045082169029,-2,2004,NA,-2,38.4703498981516,-2,32.5999984741211,1516.72998046875,4.8039083480835,NA,2.59276294708252,-2.98598492145538,-2.08262667059898,-9,-2.33225302023541,-1.7958966845463,-4.3173842921885,-1
"8708",64.69,-1.82461746856842,12.78928732556,-1,1974,NA,-2,44.5999999999999,-2,49.0999984741211,3520.52001953125,4.30999994277954,NA,2.98302936553955,-2.85954769929565,-4.33586426781257,3,-1.46220083111901,-1.44357778353368,-1.324987918916,-2
"8713",65.36,-1.72841243311455,12.8464412578954,-1,1979,NA,-2,53.0999999999999,-2,49.0999984741211,3360.05004882812,13.9899997711182,NA,3.75095367431641,-1.96056604648999,-3.5260261049145,2,-1.46220083111901,-1.44357778353368,-1.324987918916,-2
"8718",66.29,-1.71637124160637,12.8796966746089,-1,1984,NA,-2,61.5999999999999,-2,49.0999984741211,3099.4599609375,93.2099990844727,NA,4.42092561721802,-2.47347159601189,-2.97902994342359,-2,-1.46220083111901,-1.44357778353368,-1.324987918916,-2
"8723",69.9,-1.6980032539662,12.932001729293,-2,1989,NA,-2,70.0999999999999,-2,49.0999984741211,2635.6298828125,46.4199981689453,NA,4.96354866027832,-2.17428848228483,-2.44377605188909,-1,-1.46220083111901,-1.44750695359026,-1.63157790962922,-2
"8728",72,-1.66616943215355,13.0547826466822,-2,1994,NA,-2,78.5999999999999,-2,49.0999984741211,3329.0400390625,4.05168676376343,NA,5.4513053894043,-2.062829464674,-2.75839972496033,3,-1.46220083111901,-1.44750695359026,-1.55713718666595,-1
"8733",74.3,-1.78998348630248,13.1591549527577,-2,1999,NA,-2,83.9703673401307,-2,49.0999984741211,3504.86010742188,2.18090319633484,NA,6.17334175109863,-2.06665848466505,-2.23782194034719,5,-1.46220083111901,-1.44490911913239,-1.55713718666595,-1
"8738",75.4,-1.66623577661602,13.2327930391699,-2,2004,NA,-2,52.6076042898477,-2,49.0999984741211,3908,0.31011962890625,NA,6.53043937683105,-2.32216361165047,-3.8464469909668,4,-1.46220083111901,-1.44490911913239,-1.40164152097816,-1
"8825",42.45,-1.99465819677208,12.3566476326995,-2,1974,NA,-2,9,-2,41,1261.5,3.61999988555908,NA,-0.47526895999908,-2.61282257196427,-1.9098199653299,-8,-3.33326337009105,-1.65911311618836,-2.20559825329755,-2
"8830",45.6,-1.98597881307158,12.475912828026,-2,1979,NA,-2,16.3000000000002,-2,41,1153.32995605469,5.6100001335144,NA,-0.29499661922455,-3.45334977080844,-2.63932636451416,-9,-3.62104975814598,-1.59575477220013,-4.6578030511443,-2
"8835",46.62,-1.98183496063224,12.540192645237,-2,1984,NA,-2,26.8000000000002,-2,41,965.77001953125,2.03999996185303,NA,-0.08097231388092,-3.05974763432019,-3.09720393108398,-8,-3.62104975814598,-1.59575477220013,-3.49223482337866,-2
"8840",49.5,-1.97778497306924,12.6186921196362,-2,1989,NA,-2,34.9000000000001,-2,41,1253.11999511719,7.86994581956139,NA,0.17673587799072,-3.37785126295956,-3.41908384573685,-9,-4.69547511581684,-1.51668656429328,-2.05905238261559,-2
"8845",48.4,-1.97629623464038,12.756067431015,-1,1994,NA,-2,41.4000000000001,-2,41,1252.41003417969,9.8198099869949,NA,0.49986171722412,-3.87386739253998,-4.55735898017883,-3,-4.69547511581684,-1.60167253890428,-2.20215927664968,-2
"8850",54.3,-1.93887123463281,12.8998585941853,-2,1999,NA,-2,33.7595378651467,-2,41,980.840026855469,11.7696741544283,NA,0.88143396377563,-3.9536190868342,-4.12463846184172,-2,-3.75809546418798,-1.66543144334285,-2.20666944189692,-2
"8855",56.8,-2,13.0599587687558,-2,2004,NA,-2,33.8350741246781,-2,41,747.679992675781,5.34144592285156,NA,1.54903197288513,-3.18512654304504,-3.31294965744019,4,-2.86141040151255,-1.18274164194692,-0.80995521082124,-1
"8899",62.95,-1.99426652500569,12.7845455310933,-2,1974,NA,-2,19.6,12728.5,46.8431456822908,6538.490234375,3.47921514511108,NA,1.21186113357544,-3.31557379703808,-2.47848048238543,-9,-1.31071659361231,-1.64985363882503,-3.97393004758245,-2
"8904",66.82,-1.94448632911968,12.9765213921546,-2,1979,NA,-2,29,10336.487,62.0185878404923,5646.43994140625,9.1997222900391,NA,2.73898220062256,-1.55830087656436,-1.2136885118325,-9,-1.31071659361231,-1.64729464243637,-3.97393004758245,-2
"8909",69.56,-1.93058193896268,13.1620127066563,-2,1984,NA,-1,44,2572.2245,20.8947014597409,3583.580078125,1.29098105430603,NA,2.21799945831299,-1.51771339520849,-1.35647688559564,-9,-1.31071659361231,-1.64729464243637,-3.97393004758245,-2
"8914",71.7,-1.89758338768856,13.3112806780011,-2,1989,NA,-2,55.4000000000001,3775.3345,33.7840847503487,2823.02001953125,9.8960952758789,NA,3.31390905380249,-3.30232721162098,-2.62851479386041,-9,-1.31071659361231,-1.64729464243637,-3.97393004758245,-2
"8919",72.6,-1.8624654008531,13.4156377801315,-2,1994,NA,-2,64.4000000000001,2851.3942,34.8375032016591,2379.38989257812,2.02807760238647,NA,3.92315530776978,-2.86472344398498,-3.07488703727722,-9,-1.31071659361231,-1.64729464243637,-3.97393004758245,-2
"8924",73,-1.96915393268082,13.5123241643499,-2,1999,NA,-2,51.4753592570541,2648.4438,34.6535603632926,2388.94995117188,-10.8139371871948,NA,3.62447738647461,-2.9825223625088,-2.2132120573726,-9,-1.31071659361231,-1.64729464243637,-3.97393004758245,-2
"8929",73.5,-1.88422711794657,13.614747170223,-2,2004,NA,-2,31.0689244261088,5661.5432,39.5654742170659,2815.61010742188,-0.54073119163513,NA,3.19061279296875,-3.11326014995575,-1.65234023332596,-9,-1.31071659361231,-1.64729464243637,-3.97393004758245,-1
"9016",65.17,-2,14.4576968729095,-2,1974,NA,-2,12.4,-2,37.5,1544.33996582031,-0.7897093296051,NA,4.4427056312561,-2.93661551570502,-2.22606145629665,6,0.0379256543561799,-1.17510928980601,-1.74711937164913,-2
"9021",67.35,-1.99346719691951,14.5422367388618,-2,1979,NA,-2,16.5999999999999,-2,34.3000001907349,1911.22998046875,15.9689998626709,NA,4.63389253616333,-1.65660662756542,-1.15251790255838,4,0.0379256543561799,-1.25134302779977,-1.96587004149187,-2
"9026",68,-1.97298958500147,14.6126749347356,-1,1984,NA,-2,22.5999999999999,-2,38.2000007629395,2260.75,5.97599983215332,NA,5.00422191619873,-2.48484998061182,-2.67009850416783,3,-0.49888878013835,-1.28609517172251,-1.96587004149187,-2
"9031",69.3,-1.9573904029783,14.6741626235768,-2,1989,NA,-2,23.2,-2,41,2517.44995117188,10.1840000152588,NA,5.37374210357666,-2.10915796287967,-1.7888508590115,3,-0.49888878013835,-1.31106356369245,-2.03129305178222,-2
"9036",69.3,-1.91815314121211,14.7156337710536,-1,1994,NA,-2,20.2,-2,44,3044.88989257812,13.9370002746582,NA,5.69164180755615,-2.25517615675926,-3.80418193340301,3,-0.49888878013835,-1.31106356369245,-2.03129305178222,-1
"9041",71.3,-1.81182009091264,14.7544570070818,-1,1999,NA,-2,51.7948006644382,-2,34.4500007629395,3487.1201171875,12.1579999923706,NA,6.01850700378418,-1.92577332159919,-3.1834417759439,4,-0.49888878013835,-1.31106356369245,-1.66449353287225,-1
"9046",71.9,-1.7625726668156,14.796327854177,-1,2004,NA,-2,59.9590080482153,-2,38.25,4394.8701171875,8.0200004577637,NA,6.49262428283691,-2.17981821298599,-3.42646646499634,4,-0.50372497751249,-1.33505562810782,-2.19121827028497,-1
"9133",50.17,-1.90028609907992,11.9899991839639,-2,1974,NA,-2,0,-2,43.8777075789276,812.359985351562,9.4125518798828,NA,1.54888844490051,-3.19139028628517,-2.21626921579459,-9,-1.95531298903209,-1.55984174531699,-3.07652718404171,-2
"9138",53.25,-1.86148190009656,12.0980602572924,-2,1979,NA,-2,3,-2,30.3473012591733,988.320007324219,10.4132614135742,NA,1.7736918926239,-2.81887143624216,-2.36206894582301,-9,-1.95531298903209,-1.55984174531699,-3.07652718404171,-2
"9143",55.88,-1.99935005604339,12.2073811445483,-2,1984,NA,-2,8,-2,54,946.090026855469,16.0049667358398,NA,1.77569675445557,-2.73901091563155,-3.21312682197769,-9,-1.95531298903209,-1.55984174531699,-2.67241713233096,-2
"9148",58.6,-1.99393086003031,12.3046764747285,-2,1989,NA,-2,15.0999999999999,-2,57.033332824707,1199.0400390625,15.6781005859375,NA,1.85184788703918,-2.00272946861881,-1.77230722744194,-9,-0.48921935311929,-1.47667360846571,-2.44909860977476,-2
"9153",55.9,-1.97721185258472,12.3887738225634,-2,1994,NA,-2,23.5999999999999,-2,64.75,1439.7900390625,7.33031463623047,NA,2.07820129394531,-2.14467634260654,-1.88346748799086,6,-0.11454939923236,-1.32857987303437,-1.49197880686933,-2
"9158",46.9,-1.97577118699032,12.4650234599041,-2,1999,NA,-2,20.042226066554,-2,58,1502.48999023438,-11.616153717041,NA,2.67006540298462,-2.17436963879804,-1.83493989129537,4,-0.15786499644123,-1.30710985060182,-1.38131607349087,-1
"9163",41.1,-1.94170528047791,12.5154456484488,-2,2004,NA,-2,25.7364897096472,-2,58,1797.81005859375,4.04821443557739,NA,2.68891429901123,-2.36290287971497,-2.13221073150635,6,-0.15786499644123,-1.17444251835635,-1.38131607349087,-1
"9197",68.5,-1.66202483533824,13.1179193788452,-2,1989,NA,-2,49.4033888574588,-2,29,8153.56982421875,739.562058534864,NA,6.81774616241455,-1.94624842284542,-0.585447348647951,8,0.98878406726052,-1.08179103524991,-0.15806213429296,-2
"9202",68.2,-1.62052261811343,13.0907702804388,-2,1994,NA,-2,55.1710954430778,6.3930155,32.8499984741211,5401.43017578125,22.6200008392334,NA,7.36890697479248,-1.67976620793343,-1.61693269014358,8,0.98878406726052,-1.07051060460033,-0.18577667988821,-1
"9207",69.6,-1.5229460498143,13.0631765589618,-2,1999,NA,-2,48.5325265365505,27.097584,33.4000015258789,7455.35009765625,-0.70000004768372,NA,7.77378463745117,-1.56176816426087,-1.58206937074752,8,0.98878406726052,-1.04994699028612,-0.18577667988821,-1
"9212",69.5,-1.57279157571625,13.0359513180975,-2,2004,NA,-2,74.1874538360695,24.451624,32.7200012207031,11143.3701171875,1.83999991416931,NA,8.1554803848267,-1.2520604133606,-1.16232115030289,8,1.04559816208111,-1.03112563656384,0.60006057374516,-1
"9244",67.1,-1.61604462614172,12.7840987438889,-2,1989,NA,-2,80.9113835634998,-2,22.7000007629395,8705.01953125,1271.07779319341,NA,6.32673740386963,-3.25913538799537,-2.37424493276448,6,-0.26208401887271,-1.11824679770026,-0.10148410377961,-2
"9249",66.6,-1.40618916012473,12.7276032102203,-2,1994,NA,-2,41.5113802061959,-2,28.7999992370605,5962.72021484375,15.6100006103516,NA,6.96455383300781,-1.80590987205505,-1.55925640463829,6,-0.26208401887271,-1.03988738363627,0.69859246929343,-1
"9254",68,-1.64249346599222,12.6719591368134,-2,1999,NA,-2,47.7275325724433,-2,30.2000007629395,8371.75,0.49000000953674,NA,7.1251220703125,-1.47587716990291,-1.63100255924934,6,-0.06250784715194,-1.03988738363627,0.69859246929343,-1
